SGX,SGY,SGZ,vx,vy,vz,vr,err
12.619213179308888,39.58589293033902,25.242154807024722,-248.28407287597656,-233.58322143554688,-90.25332641601562,-301.50834178777455,111.88655354570818
28.619213179308886,39.58589293033902,25.242154807024722,-169.6963348388672,-199.93939208984375,-93.84745788574219,-275.35639248647726,129.6042675574752
-3.380786820691112,39.58589293033902,25.242154807024722,-220.8226776123047,-236.4852294921875,-92.55484008789062,-232.65507612016611,106.04627030743647
12.619213179308888,55.58589293033902,25.242154807024722,-231.6960906982422,-126.07160949707031,-83.21073913574219,-193.00861409915842,119.79274761214963
12.619213179308888,23.58589293033902,25.242154807024722,-270.3106689453125,-282.38690185546875,-62.79936218261719,-316.9363357609223,110.98870165003515
12.619213179308888,39.58589293033902,41.24215480702472,-247.01722717285156,-209.651611328125,158.17868041992188,-83.5768034920404,131.43325286448638
12.619213179308888,39.58589293033902,9.242154807024722,-250.22251892089844,-180.75167846679688,-496.59808349609375,-350.1179373890533,82.76256640743495
28.619213179308886,55.58589293033902,25.242154807024722,-133.4420928955078,-106.34451293945312,-67.74150085449219,-169.6751433272033,125.59862757463445
28.619213179308886,23.58589293033902,25.242154807024722,-207.1071319580078,-254.73391723632812,-74.86334228515625,-308.17514439127444,135.0495346619121
-3.380786820691112,55.58589293033902,25.242154807024722,-239.0635528564453,-122.09919738769531,-99.66096496582031,-138.9286933898392,115.46281279388768
-3.380786820691112,23.58589293033902,25.242154807024722,-202.2732696533203,-283.13018798828125,-73.75288391113281,-226.3143337949216,114.22662544473576
118.73096934209217,-47.452567375777136,15.06055410877767,324.4468078613281,-85.40364074707031,34.78851318359375,334.7547899551167,162.88986610023437
134.73096934209218,-47.452567375777136,15.06055410877767,353.8191223144531,-137.239501953125,108.06068420410156,388.55592977045325,133.13608143869862
102.73096934209217,-47.452567375777136,15.06055410877767,154.66665649414062,178.35748291015625,-249.51805114746094,32.127674842480765,251.30980265262616
118.73096934209217,-31.452567375777136,15.06055410877767,227.03343200683594,60.66106414794922,-5.106849670410156,201.7923532138363,193.28965408502705
118.73096934209217,-63.452567375777136,15.06055410877767,376.4389953613281,-264.6643371582031,75.701416015625,462.3323727652039,150.19954993711423
118.73096934209217,-47.452567375777136,31.06055410877767,398.36822509765625,-138.1884307861328,132.1210174560547,440.48771446043423,112.09520400264724
118.73096934209217,-47.452567375777136,-0.9394458912223307,204.09112548828125,-60.36187744140625,-122.990966796875,212.81530405032765,204.14952820076257
134.73096934209218,-31.452567375777136,15.06055410877767,308.62420654296875,-20.370561599731445,73.37234497070312,311.3222423363586,128.1636232349948
134.73096934209218,-63.452567375777136,15.06055410877767,342.29266357421875,-247.42831420898438,132.971435546875,426.36318669412486,162.80031522734623
102.73096934209217,-31.452567375777136,15.06055410877767,33.13792419433594,269.6195068359375,-301.03582763671875,-88.57813008588597,249.16497127524417
102.73096934209217,-63.452567375777136,15.06055410877767,307.55328369140625,-97.01272583007812,-139.57435607910156,292.9657284249016,187.90729465717052
-47.68996968184761,-74.61826727678076,140.8612164919671,5.858917236328125,-180.74530029296875,402.1468505859375,419.8348179905376,151.61625869026471
-31.689969681847607,-74.61826727678076,140.8612164919671,12.462615966796875,-184.9224853515625,467.69366455078125,487.82700698711596,168.71971086792098
-63.68996968184761,-74.61826727678076,140.8612164919671,6.34442138671875,-159.714599609375,322.24560546875,331.50646837047833,143.71884834215518
-47.68996968184761,-58.618267276780756,140.8612164919671,-6.679351806640625,-121.8421401977539,412.17535400390625,409.88337634209,167.1957469402278
-47.68996968184761,-90.61826727678076,140.8612164919671,12.026962280273438,-234.04571533203125,356.20159912109375,406.6071504862473,131.3548356698165
-47.68996968184761,-74.61826727678076,156.8612164919671,79.3953857421875,-146.6175994873047,347.26324462890625,342.1158152656793,142.31142838324908
-47.68996968184761,-74.61826727678076,124.8612164919671,-56.14143371582031,-198.079345703125,416.52935791015625,453.7985523632055,159.93260278498022
-31.689969681847607,-58.618267276780756,140.8612164919671,3.3115386962890625,-136.3284912109375,452.1729736328125,459.3540372956561,188.33328289006963
-31.689969681847607,-90.61826727678076,140.8612164919671,10.272720336914062,-231.1463623046875,437.63275146484375,482.6019618811042,153.22447152945043
-63.68996968184761,-58.618267276780756,140.8612164919671,-27.250167846679688,-99.65100860595703,355.7431640625,348.91996852646224,150.31414391499857
-63.68996968184761,-90.61826727678076,140.8612164919671,37.565093994140625,-220.30755615234375,268.37432861328125,309.02461110720344,111.02716479807768
-12.61921317930924,-39.58589293033862,-25.24215480702492,-250.9679718017578,31.42233657836914,326.14093017578125,-129.78124497997527,118.33096984444842
3.3807868206907603,-39.58589293033862,-25.24215480702492,-168.9135284423828,-32.40882110595703,305.5834045410156,-148.7492373478668,112.02739822471126
-28.61921317930924,-39.58589293033862,-25.24215480702492,-188.38987731933594,95.13623809814453,223.30430603027344,-72.95114748903747,92.89295228088307
-12.61921317930924,-23.585892930338623,-25.24215480702492,-285.669921875,356.283447265625,316.5053405761719,-347.6864821193796,91.8215728537924
-12.61921317930924,-55.58589293033862,-25.24215480702492,-163.9487762451172,-312.8505554199219,212.70977783203125,226.01638698850616,130.66337336408776
-12.61921317930924,-39.58589293033862,-9.24215480702492,-155.2194366455078,91.76513671875,203.36337280273438,-83.48282371278577,111.97660088896481
-12.61921317930924,-39.58589293033862,-41.24215480702492,-222.65370178222656,0.5743942260742188,241.14080810546875,-122.27377349319595,117.31719972240253
3.3807868206907603,-23.585892930338623,-25.24215480702492,-226.8225555419922,329.82696533203125,238.92884826660156,-419.9521136196557,78.21361827385789
3.3807868206907603,-55.58589293033862,-25.24215480702492,-128.4423065185547,-378.5535888671875,229.15380859375,242.44514719340364,113.11660914342431
-28.61921317930924,-23.585892930338623,-25.24215480702492,-192.6168975830078,325.1532287597656,273.6274108886719,-202.033089026261,89.95321915839143
-28.61921317930924,-55.58589293033862,-25.24215480702492,-93.46150207519531,-198.20046997070312,93.46311950683594,168.0812095901838,95.39516674981773
-118.73096934209251,47.452567375777534,-15.060554108777868,37.194923400878906,47.53900146484375,-85.93168640136719,-6.727671658325851,120.74155573087512
-102.73096934209251,47.452567375777534,-15.060554108777868,-57.20954895019531,25.0126953125,-122.48585510253906,78.03882276116515,134.98233604786083
-134.73096934209252,47.452567375777534,-15.060554108777868,95.86260223388672,81.28705596923828,-7.022209167480469,-62.32900207819163,109.35822377819918
-118.73096934209251,63.452567375777534,-15.060554108777868,-7.76519775390625,145.19497680664062,-95.40240478515625,85.4242001326463,153.17799945676555
-118.73096934209251,31.452567375777534,-15.060554108777868,58.19703674316406,1.7731170654296875,-110.0230712890625,-41.99734759527965,114.7602128978041
-118.73096934209251,47.452567375777534,0.9394458912221317,-25.8466796875,55.9818115234375,42.477882385253906,45.087788176770744,129.80896939681048
-118.73096934209251,47.452567375777534,-31.06055410877787,92.29957580566406,39.82517623901367,-203.4674530029297,-20.893597026544473,119.5954235863756
-102.73096934209251,63.452567375777534,-15.060554108777868,-88.01583862304688,87.48796844482422,-112.43252563476562,133.8446066643858,150.03335615985074
-102.73096934209251,31.452567375777534,-15.060554108777868,-35.8531494140625,-23.042747497558594,-170.49363708496094,50.93819312103595,117.6092863111078
-134.73096934209252,63.452567375777534,-15.060554108777868,42.53832244873047,213.01251220703125,-33.750152587890625,55.40487644297223,130.5619710854558
-134.73096934209252,31.452567375777534,-15.060554108777868,124.21849060058594,20.849796295166016,-5.26995849609375,-114.97330415057218,122.15523169289683
47.68996968184725,74.61826727678115,-140.86121649196727,131.4547119140625,-53.96491622924805,-113.51100158691406,109.5745206751345,105.279641209816
63.68996968184725,74.61826727678115,-140.86121649196727,44.106292724609375,-68.17101287841797,-61.49125671386719,37.19075181537073,108.08629204877137
31.689969681847252,74.61826727678115,-140.86121649196727,204.73483276367188,5.244844436645508,-77.95768737792969,109.8953144482875,58.217369203750444
47.68996968184725,90.61826727678115,-140.86121649196727,91.76551055908203,79.57571411132812,-259.397705078125,276.35171473414965,102.02882522242736
47.68996968184725,58.618267276781154,-140.86121649196727,152.84762573242188,95.50364685058594,29.274261474609375,54.82576405921711,59.044168648587046
47.68996968184725,74.61826727678115,-124.86121649196727,113.4840087890625,-191.68618774414062,-321.9342041015625,204.5106133101494,94.25449025701332
47.68996968184725,74.61826727678115,-156.86121649196727,109.70054626464844,104.71308898925781,-11.559661865234375,82.48595188638282,94.76011638845439
63.68996968184725,90.61826727678115,-140.86121649196727,46.43901062011719,63.52473449707031,-180.39842224121094,190.43952690866877,121.6176764154782
63.68996968184725,58.618267276781154,-140.86121649196727,35.38154602050781,101.0859603881836,74.16438293457031,-13.717629662907207,65.54134794453529
31.689969681847252,90.61826727678115,-140.86121649196727,134.6121368408203,124.85135650634766,-223.0493927001953,275.71107766392106,48.78390364828285
31.689969681847252,58.618267276781154,-140.86121649196727,266.0841369628906,112.03658294677734,30.36859893798828,68.80572830568421,58.22882687544084
